ComponentAge,MonthlyRunTime,Location,FlowRate,OPXVolume,MaxOutputRate,Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor5,DaysSinceMaintenance,Target
0.58,9.1,B,0.99786,,94,7.5,3.7,0.41,3.14,0.15,0.104,29,0
0.77,12.2,A,0.99077,,141,8.3,2,0.26,2.95,0.31,0.029,14,0
0.84,11.7,B,0.99516,,27,9.1,2.05,0.29,3.26,0.33,0.063,13,1
0.58,11,B,0.99817,,8,8.6,6.4,0.37,3.27,0.65,0.08,3,0
0.46,10,A,0.9925,,173,6.1,1.3,0.14,3.35,0.25,0.047,37,0
0.42,11.4,A,0.9936,,87,7,6.5,0.35,3.4,0.3,0.028,27,1
0.42,10.5,A,0.9917,,110,6.4,1.1,0.33,3.12,0.28,0.038,30,0
0.73,9.3,A,0.9983,,158,8.6,12.15,0.37,3,0.7,0.039,21,0
0.74,11.7,B,0.9963,,38,7.9,2.5,0.65,3.34,0.01,0.078,17,1
0.66,10.2,B,1,6,54,12.1,2,0.4,3.03,0.52,0.092,15,0
0.56,10.6,A,0.99486,,187,6.2,10.1,0.345,3.31,0.27,0.056,38,0
0.52,10.9,A,0.99473,9,123,6.7,8.4,0.24,3.34,0.36,0.042,42,0
0.69,11.3,A,0.99108,,141,5.7,1.2,0.28,3.44,0.35,0.052,39,0
0.31,10.3,A,0.9959,,140,7.8,11.9,0.21,3.02,0.34,0.039,55,0
0.67,9.7,B,1.0002,,21,13.4,2.6,0.27,3.16,0.62,0.082,6,0
0.52,11.1,A,0.9912,1,156,7.2,2,0.28,3.13,0.38,0.052,23,0
0.72,10.7,A,0.9948,,135,6.9,5.2,0.25,3.16,0.26,0.024,36,1
0.54,8.8,A,0.99414,9,173,6,1.1,0.36,3.38,0.32,0.053,26,0
0.66,9.8,B,0.99689,9,32,6.4,1.6,0.63,3.58,0.21,0.08,12,0
0.64,9.7,B,0.99552,,34,6.7,2.1,0.48,3.33,0.08,0.064,18,0
0.52,12.2,A,0.99008,,90,5.1,1.6,0.11,3.57,0.32,0.028,12,0
0.38,11.2,A,0.99135,,55,6,1.4,0.395,3.37,0,0.042,7,0
0.62,10.8,B,0.99557,,35,7.5,2.6,0.57,3.36,0.02,0.077,11,0
0.49,9.7,A,0.99898,,174,7.5,14.8,0.41,3.18,0.23,0.054,28,0
0.71,10.5,B,0.99774,,17,9.1,1.9,0.5,3.32,0.3,0.065,8,0
0.52,10.9,A,0.99321,4,123,7,5.3,0.21,3.14,0.42,0.037,36,0
0.54,9,A,0.99835,11,118,6.6,14.9,0.23,3.04,0.3,0.051,33,0
0.49,10,A,0.99754,,96,6.3,11.4,0.15,3.21,0.34,0.05,25,0
0.39,10.9,B,0.9962,6,11,7.2,4.65,0.725,3.41,0.05,0.086,4,0
0.45,9.8,A,0.99164,9,131,5.5,1,0.12,3.25,0.33,0.038,23,0
0.47,8.9,A,0.9961,,224,6.2,8.8,0.27,3.17,0.32,0.047,65,0
0.75,11,B,0.99574,,40,6.3,2.3,0.51,3.42,0.13,0.076,29,0
0.48,10.5,B,0.99677,,92,5.6,13.9,0.31,3.39,0.78,0.074,23,0
0.53,10.3,A,0.9918,,67,5.6,1.1,0.19,3.23,0.39,0.043,17,0
0.48,11.7,A,0.99104,,133,6.6,1.5,0.78,3.25,0.5,0.045,30,0
0.39,9.2,A,0.9956,,167,9.8,2.8,0.44,2.97,0.4,0.036,35,0
0.38,11.8,A,0.9932,,144,7.4,7.3,0.21,3.15,0.27,0.031,41,1
0.35,12,A,0.9887,1,121,5.8,1.5,0.32,2.96,0.23,0.033,39,0
0.62,11.3,A,0.99045,10,119,5.3,1.2,0.33,3.32,0.3,0.048,25,0
0.56,13.4,A,0.9886,,147,6.8,2.1,0.33,3.24,0.3,0.047,35,0
0.77,11.5,B,0.99734,,44,10.9,1.8,0.32,3.28,0.52,0.132,17,0
0.49,9.9,B,0.99613,,105,8,2.1,0.6,3.3,0.22,0.08,25,0
0.36,9,A,0.99666,5,156,6.7,12.5,0.16,2.88,0.32,0.035,18,0
0.76,9.7,B,0.9979,,37,7.4,2.4,0.63,3.43,0.07,0.09,11,0
0.54,10.1,B,0.99546,,20,7.2,2,0.695,3.29,0.13,0.076,12,0
0.53,9.4,B,0.9979,,147,9.6,2.4,0.88,3.24,0.28,0.086,30,0
0.67,10.3,A,0.994,,147,6,2.3,0.28,3.23,0.27,0.051,23,0
0.54,9.4,B,0.996,,105,7.9,2,0.53,3.27,0.24,0.072,15,0
0.52,11.2,A,0.99175,,87,6.4,0.9,0.13,3.47,0.28,0.045,32,0
0.36,11.6,A,0.99457,,108,8,10,0.33,3.12,0.35,0.035,22,0
0.63,11.5,B,0.99508,,16,6.9,2.3,0.74,3.45,0.03,0.054,7,0
0.49,9.4,A,0.9954,,181,6.4,8.1,0.23,3.12,0.26,0.054,47,0
0.54,11.2,A,0.99082,,74,5.3,1.3,0.47,3.48,0.1,0.036,11,0
0.43,9.9,A,0.99251,,91,7,1.8,0.24,3.3,0.24,0.047,29,0
0.42,8.7,A,0.9976,,192,7.2,10.4,0.46,3.16,0.65,0.05,76,0
0.68,9.5,A,0.99907,,210,7.4,15.6,0.33,3.06,0.26,0.049,67,0
0.48,11.9,A,0.99064,,118,7,2.3,0.25,3.16,0.45,0.045,40,1
0.38,9.3,A,0.9932,,80,5.4,2.8,0.595,3.36,0.1,0.042,26,0
0.88,13.56666667,B,0.99182,,89,5.3,2.2,0.47,3.54,0.11,0.048,16,1
0.57,11.8,B,0.99371,,43,7.7,2.1,0.715,3.41,0.01,0.064,31,0
0.5,9.3,A,0.99708,0,123,6.5,13,0.31,3.09,0.61,0.053,31,0
0.36,12.8,A,0.98904,,127,4.4,4.3,0.32,3.46,0.39,0.03,31,1
0.78,11.7,A,0.99279,,85,7.2,6.4,0.23,3.1,0.46,0.036,17,0
0.36,10.9,A,0.9928,,118,8.2,1,0.29,3.24,0.49,0.044,29,0
0.59,9.3,A,0.99772,,149,7.2,11.2,0.19,2.99,0.27,0.061,46,0
0.76,11.33333333,A,0.9914,,76,6.5,2.6,0.13,3.21,0.27,0.035,32,0
0.39,13.3,A,0.98916,,86,6.6,2.65,0.33,3.11,0.4,0.041,35,1
0.76,9.6,A,0.9948,,150,7.9,1.6,0.17,3.29,0.32,0.053,47,0
0.46,8.7,A,0.99353,6,126,6.1,1.3,0.28,3.13,0.16,0.06,36,0
0.56,11,A,0.99215,3,98,8.3,1.5,0.14,3.02,0.45,0.039,18,0
0.33,11.5,A,0.9918,,130,6.3,4.55,0.22,3.35,0.43,0.038,31,1
0.54,9.4,B,0.9973,,114,8,3.2,0.58,3.22,0.28,0.066,21,0
0.46,9.733333333,A,0.99391,,182,5.7,6.3,0.24,3.11,0.47,0.069,35,0
0.5,9.7,A,0.99836,,139,7.6,12.7,0.31,3.16,0.23,0.054,20,0
0.52,9.5,B,0.9968,,13,8.2,1.7,0.73,3.2,0.21,0.074,5,0
0.9,10.1,B,0.9963,,89,9.9,2,0.57,3.04,0.25,0.104,12,0
0.45,9.5,B,0.99448,11,26,6,1.4,0.5,3.36,0,0.057,15,0
0.76,11.4,B,0.99774,,13,10.4,2,0.52,3.22,0.45,0.08,6,0
0.65,10.03333333,B,0.99704,,28,11.6,1.4,0.475,3.07,0.4,0.091,6,0
0.6,10.5,B,0.99603,,20,8.4,1.7,0.29,3.39,0.4,0.067,8,0
0.65,9,B,0.9984,,38,7.8,1.9,0.52,3.43,0.25,0.081,14,0
0.6,11.2,B,0.9958,,12,7.5,3.1,1.115,3.54,0.1,0.086,5,0
0.51,9.9,A,0.9962,,213,6.5,12.4,0.35,3.16,0.28,0.051,86,0
0.43,12.1,A,0.9909,,158,7.2,2.1,0.26,3.33,0.3,0.033,50,1
0.77,9.7,B,0.99661,,48,6.4,2.2,0.36,3.47,0.21,0.047,26,0
0.44,10.7,A,0.992,,158,5.8,4.2,0.28,3.35,0.28,0.044,52,1
0.77,10.7,B,0.9972,,13,8.1,2.1,0.825,3.37,0.24,0.084,5,0
0.67,12.8,A,0.9912,,131,7.6,3.95,0.31,3.08,0.49,0.044,27,1
0.58,9.4,A,0.9993,,190,8.4,13.8,0.35,3.07,0.56,0.048,55,0
0.71,10.8,B,0.99818,6,38,10.8,2.5,0.45,3.24,0.33,0.099,20,0
0.61,9.5,B,0.9978,,43,12.4,4.6,0.42,3.02,0.49,0.073,19,0
0.61,9.5,B,0.9982,,122,8.8,2.7,0.52,3.26,0.34,0.087,24,0
0.35,10.2,A,0.9948,,223,6.4,6.7,0.17,3.28,0.27,0.036,88,0
0.61,10.2,A,0.998,,146,9.3,7.3,0.34,3.17,0.49,0.052,30,0
0.38,9,A,0.9949,,123,6.6,5.1,0.58,3.24,0.3,0.057,30,0
0.45,10.9,A,0.99406,9,113,6.8,9.8,0.18,3.11,0.28,0.039,29,1
0.7,9.9,B,0.9981,,8,11.6,1.8,0.23,3.14,0.57,0.074,3,0
0.74,12.1,A,0.991,,189,7.8,1.6,0.2,3.08,0.24,0.026,26,1
0.43,10.2,A,0.9924,,135,6.1,1.5,0.17,3.2,0.27,0.056,45,0
0.62,9.2,B,1,,21,11.4,2.1,0.36,3.17,0.69,0.09,6,0
0.57,11.1,A,0.9912,,94,6.7,1,0.19,3.23,0.34,0.022,22,0
0.47,9.3,A,0.99657,10,91,7,10.7,0.39,3.03,0.21,0.098,13,0
0.41,10.4,A,0.9974,,228,9.2,10.5,0.27,3.04,0.34,0.043,49,0
0.53,9.5,A,0.997,,201,8,10.4,0.22,3.11,0.32,0.043,63,0
0.43,9.7,B,0.99581,,25,8.4,1.7,0.39,3.09,0.1,0.075,6,0
0.44,8.8,A,0.9976,,163,6.8,11.8,0.37,3.19,0.51,0.044,62,0
0.5,11.4,A,0.9914,,94,6.7,1.6,0.33,3.11,0.49,0.167,20,0
0.5,8.8,A,0.9979,,164,6,15.9,0.34,3.14,0.66,0.046,26,0
0.59,11.3,A,0.99184,5,163,7.5,4.1,0.25,2.92,0.47,0.041,95,0
0.54,10.4,A,0.9954,,222,7,8.7,0.21,3.25,0.28,0.045,37,0
0.44,12.7,A,0.98952,,142,6.1,2.2,0.3,3.31,0.32,0.042,41,1
0.61,10.4,A,0.99304,,140,6.6,1.6,0.295,3.35,0.24,0.039,29,1
0.48,9.4,B,0.99694,,68,7.1,2,0.34,3.45,0.28,0.082,31,0
0.45,9.6,A,0.99502,,177,6.4,7.8,0.35,3.12,0.51,0.055,53,0
0.57,10.7,A,0.9932,,148,6.9,1.3,0.24,3.45,0.49,0.032,35,1
0.44,10,A,0.9941,,111,8.6,2.2,0.26,2.96,0.41,0.049,29,0
0.49,10.6,A,0.9938,,157,7.2,2.5,0.2,3.48,0.36,0.028,22,0
0.54,9.2,A,0.99666,,159,6.3,10.6,0.2,3.09,0.18,0.045,57,0
0.37,11.36666667,A,0.99157,,112,7.1,3.5,0.23,3.05,0.23,0.038,23,0
0.56,9.8,A,0.99659,,168,6.8,12.8,0.3,3.1,0.33,0.041,60,0
0.31,12,A,0.99216,,140,7,9.1,0.31,2.98,0.31,0.036,45,1
0.52,9.2,B,0.9973,,90,8.4,2.1,0.65,3.2,0.6,0.112,12,0
0.5,9.533333333,A,0.99494,4,170,6.6,8.1,0.34,3.15,0.4,0.046,68,0
1.36,9.8,B,0.9997,1,29,12.5,2.3,0.28,3.11,0.54,0.082,12,1
0.49,10.4,A,0.9945,,168,7,5.1,0.21,3.34,0.22,0.048,38,0
0.59,9.2,B,0.99629,,42,7,1.6,0.56,3.34,0.13,0.077,25,0
0.55,10.3,B,0.99693,,15,7.6,2.8,0.48,3.22,0.31,0.07,4,0
0.52,9.4,A,0.9968,,152,6.9,10.1,0.41,3.2,0.33,0.043,28,0
0.8,12.4,B,0.99439,,41,7.2,2.5,0.25,3.52,0.37,0.063,11,1
0.55,9,A,0.9929,,108,6,1.8,0.28,3.08,0.25,0.042,8,0
0.52,9.7,A,0.996,,187,7.1,8.2,0.26,3.16,0.19,0.051,53,0
0.47,9.4,A,0.99537,,150,6.6,6,0.35,3.1,0.35,0.063,31,0
0.39,10.9,A,0.99665,,41,7.2,15.2,0.27,3.17,0.28,0.046,6,0
0.57,9.7,B,0.99779,,104,9,2.8,0.58,3.23,0.25,0.075,9,0
0.41,12.9,A,0.98892,,142,5.9,2,0.34,3.4,0.31,0.03,38,1
0.53,13,A,0.99088,,118,7.2,5.8,0.58,3.17,0.27,0.032,40,1
0.45,8.9,A,0.99896,,111,6,17.8,0.28,3.1,0.24,0.047,42,0
0.37,12.7,A,0.98961,,111,6,1.3,0.23,3.36,0.34,0.025,23,0
0.9,11,B,0.9978,,24,10.5,2.1,0.24,3.15,0.47,0.066,6,1
0.41,12.6,A,0.9906,,112,7.6,4.2,0.38,3,0.28,0.029,7,0
0.35,9.5,A,0.9942,11,137,6.7,2.8,0.41,3.24,0.01,0.048,39,0
0.49,9.1,B,0.9988,,15,8.8,2.2,0.6,3.36,0.29,0.098,5,0
0.57,10.5,B,0.99734,,47,11.3,1.8,0.37,3.15,0.5,0.09,20,0
0.38,11,A,0.9906,,97,5.3,1.3,0.24,3.59,0.33,0.033,25,1
0.52,9.2,A,0.99373,,119,6.3,3.4,0.18,3.11,0.24,0.053,20,0
0.34,12.1,A,0.99084,,119,7.7,1.2,0.3,3.18,0.34,0.048,4,0
0.8,10.5,B,0.9978,,102,7.5,6.1,0.5,3.35,0.36,0.071,17,0
0.5,10.1,A,0.9937,,155,7.7,1.3,0.26,3.42,0.31,0.043,47,0
0.34,12,A,0.99016,3,135,5.9,3.8,0.34,3.09,0.3,0.035,57,0
0.39,11.3,A,0.991,,125,6,3.2,0.36,3.38,0.39,0.027,20,1
0.48,8.8,A,0.99916,,190,6.3,17.75,0.32,3.13,0.17,0.06,51,0
0.34,10.9,A,0.99432,,84,7,10.9,0.26,3.11,0.34,0.038,25,0
0.66,11.2,A,0.9932,,173,7.7,1.7,0.16,3.24,0.41,0.048,60,1
0.46,8.9,A,0.99814,,164,7.5,11.8,0.26,3.17,0.59,0.046,58,0
0.42,10.2,A,0.99204,,178,6.6,1.8,0.17,3.15,0.28,0.042,62,0
0.6,10.6,A,0.9946,,161,7,1.7,0.61,3.36,0.26,0.051,25,0
0.53,11.4,A,0.99129,,152,7.6,3.2,0.27,3.02,0.52,0.043,28,0
0.52,12.8,A,0.991,,156,7.8,1.8,0.3,3.29,0.74,0.033,33,0
0.55,11.4,B,0.9947,,7,9.8,1.4,0.34,3.19,0.39,0.066,3,1
0.54,10.8,A,0.9936,,107,7.3,5,0.26,3.24,0.49,0.028,32,0
0.57,9.9,A,0.99324,,99,5.7,5.5,0.12,3.09,0.26,0.034,21,0
0.5,10.1,A,0.995,0,174,6.6,9.9,0.21,3.07,0.3,0.041,64,0
0.61,9.4,B,0.9984,,125,9,2.7,0.47,3.31,0.31,0.084,24,0
0.72,11.1,B,0.9956,,24,7.2,2.2,0.67,3.42,0,0.068,10,0
0.52,9.5,B,0.9968,,13,8.2,1.7,0.73,3.2,0.21,0.074,5,0
0.89,11.1,B,0.99498,,37,9.3,1.5,0.33,3.18,0.45,0.057,19,1
0.48,9.4,B,0.99554,3,47,6.5,2,0.4,3.36,0.1,0.076,30,0
0.45,8.8,A,1.001,,170,7,20.7,0.27,3,0.36,0.045,45,0
0.95,9.5,A,0.9934,,117,6.9,1.3,0.18,3.27,0.36,0.036,40,1
0.46,9.7,A,0.995,8,140,6.7,5.4,0.21,3.39,0.32,0.047,29,0
0.43,10.5,A,0.9938,,160,9.6,1.3,0.25,2.94,0.54,0.04,16,0
0.47,9,A,0.9959,5,210,6.8,7.7,0.26,3.1,0.22,0.047,57,0
0.64,10.6,A,0.99628,,87,8.2,7,0.31,3.23,0.43,0.047,18,0
0.49,10.4,A,0.99168,,148,5.1,1.4,0.21,3.5,0.28,0.047,48,0
0.43,8.7,A,0.9984,,135,7.4,15.5,0.16,2.9,0.27,0.05,25,1
0.87,10.9,A,0.99234,,126,6.8,1.2,0.21,3.09,0.42,0.045,24,0
0.52,10.9,A,0.99244,6,40,7.4,6.1,0.2,2.79,0.35,0.025,10,0
0.47,9,A,0.9981,,197,7.2,10,0.51,3.41,0.24,0.093,35,0
0.46,10.2,A,0.99636,,219,7,9,0.24,3.47,0.24,0.03,42,0
0.52,11.2,A,0.9902,,65,5.7,2.2,0.28,3.06,0.28,0.019,15,0
0.48,11.3,A,0.9918,,143,7.3,1.2,0.18,3.2,0.29,0.044,12,1
0.38,9.8,A,0.993,,82,6.8,5.1,0.17,3,0.17,0.049,26,0
0.72,10.2,B,0.9997,,58,6.8,5.6,0.69,3.46,0,0.124,21,0
0.39,10.9,B,0.9962,2,11,7.2,4.65,0.725,3.41,0.05,0.086,4,0
0.49,9.4,A,0.99471,,145,6.7,5,0.43,3.17,0.23,0.157,49,0
0.47,10,A,0.9951,,142,6.6,1.3,0.27,3.42,0.41,0.052,16,0
0.48,10.4,A,0.99268,,76,6.1,1.8,0.6,3.42,0.12,0.05,11,0
0.82,10.4,A,0.99706,,163,7.5,12.7,0.16,3.15,0.38,0.043,70.5,1
0.52,9.5,A,0.9976,,249,8.2,11.8,0.18,3.07,0.31,0.039,96,0
0.56,12,A,0.9908,,63,8.1,1.45,0.27,2.99,0.41,0.033,11,0
0.46,8.7,A,0.9975,,142,6.9,11.2,0.4,3.14,0.56,0.043,40,0
0.47,9.8,A,0.9984,,181,6.6,12.4,0.25,3.51,0.31,0.059,52,0
0.41,9.5,A,0.99438,,110,5.6,7.1,0.185,3.26,0.19,0.048,36,0
0.54,9.4,A,0.9934,,175,6.3,1.2,0.33,3.37,0.27,0.046,34,0
0.38,10,A,0.9922,,144,6.6,1.4,0.37,3.17,0.07,0.048,58,0
0.44,10.5,A,0.9945,,200,6.1,1.8,0.32,3.49,0.37,0.051,13,0
0.38,9.4,A,0.9934,,86,7.1,1.9,0.28,3.15,0.26,0.049,12,0
0.4,12.5,A,0.9898,,110,6.1,1.1,0.27,3.36,0.32,0.034,24,0
0.56,10.5,A,0.99508,,167,7,11,0.22,2.98,0.24,0.041,75,0
0.79,11.8,B,0.99614,,16,8.8,2.8,0.31,3.31,0.4,0.109,7,1
0.6,9.5,A,0.99784,,189,6.9,13.65,0.38,3,0.29,0.048,52,0
0.96,12.1,B,0.9974,,45,7.9,2.9,0.51,3.49,0.25,0.077,21,0
0.46,11.9,B,0.99346,5,39,7,2,0.43,3.33,0.3,0.085,6,0
0.71,11,B,0.9964,8,78,7.2,2.6,0.54,3.39,0.27,0.084,12,0
0.52,9.3,A,0.99335,,173,7.4,1.4,0.32,3.03,0.27,0.049,38,0
0.35,11.1,A,0.992,,156,7.3,1.8,0.23,3.11,0.37,0.032,60,0
0.67,9.4,B,0.9966,,95,7.8,2.7,0.44,3.22,0.28,0.1,18,0
0.44,8.7,A,0.9974,,156,7.2,11,0.39,3.09,0.63,0.044,55,0
0.66,9.8,B,0.9964,,108,8.4,2.2,0.62,3.15,0.09,0.084,11,0
0.42,8.9,A,0.9979,,198,7.4,14,0.24,2.89,0.42,0.066,48,0
0.48,9.5,A,0.99542,,182,6.4,8.2,0.26,3.23,0.21,0.05,51,0
0.65,10.4,A,0.99552,,136,6.9,12.2,0.29,3.05,0.25,0.04,29,0
0.53,10,A,0.9974,,142,8.5,10.4,0.24,3.2,0.39,0.044,20,0
0.53,11.2,A,0.99196,,159,7.2,1.4,0.22,3.25,0.24,0.041,17,0
0.88,13.6,B,0.9933,7,38,7.4,1.8,0.36,3.38,0.34,0.075,18,1
0.51,9.1,A,0.9948,,173,7.3,1.3,0.34,3.26,0.3,0.057,25,0
0.62,12.3,A,0.99172,,101,7.6,5.2,0.4,3.22,0.27,0.03,32,1
0.72,14.05,A,0.9909,,104,5.8,8.4,0.61,3.26,0.01,0.041,31,1
0.72,11.3,A,0.99146,,78,6.6,2.6,0.17,3.22,0.35,0.03,33,0
0.39,8.8,A,0.9959,,163,6.5,8.5,0.17,2.89,0.54,0.082,64,0
0.43,9.5,A,0.9959,,197,6.8,7.8,0.27,3.24,0.35,0.048,76,0
0.41,8.7,A,1,,142,6.8,18.3,0.24,3.3,0.31,0.046,40,0
0.59,9.3,B,0.9998,,25,10.3,2.5,0.53,3.12,0.48,0.063,6,0
0.46,9.8,B,0.995,,19,7.8,1.6,0.53,3.16,0.01,0.077,3,0
0.66,9.8,B,0.99689,,31,6.4,1.8,0.64,3.59,0.21,0.081,14,0
0.46,13.3,A,0.99176,,118,8.1,7.9,0.4,3.05,0.32,0.031,23,1
0.46,10.7,A,0.99216,,184,6.5,1.4,0.26,3.29,0.34,0.04,25,0
0.63,12.5,A,0.99076,,63,7.2,2,0.24,3.13,0.36,0.029,21,0
0.49,10.8,A,0.9926,,121,6.9,2.1,0.28,3.42,0.27,0.036,42,1
0.43,12,A,0.98972,,122,6.1,1.5,0.21,3.2,0.38,0.039,37,0
0.46,9.5,A,1,10,166,6.5,16.5,0.26,3.38,0.32,0.045,44,0
0.37,12.7,A,0.9898,,87,7.1,1.4,0.18,3.26,0.36,0.043,31,1
0.48,9.8,A,0.99382,,142,5.6,6.4,0.3,3.14,0.1,0.043,34,0
0.39,10.8,A,0.9921,,73,9.2,1.2,0.34,3.08,0.27,0.026,17,0
0.42,10,A,0.99568,,166,6.9,9.5,0.37,3.23,0.23,0.057,54,0
0.41,9.4,A,0.9944,,116,7.6,3.4,0.38,3.15,0.2,0.046,9,0
0.74,11.8,B,0.99524,,15,8.5,1.7,0.28,3.3,0.35,0.061,6,1
0.46,9.2,B,0.99668,,67,7.8,3.8,0.87,3.26,0.26,0.107,31,0
0.59,11,A,0.9937,,149,6,10.8,0.29,3.09,0.41,0.048,55,1
0.42,10,A,0.99362,,70,6.4,6.1,0.41,3.19,0.01,0.048,20,0
0.43,10.7,A,0.99535,,150,6.4,12.8,0.28,3.23,0.22,0.039,51,0
0.48,10.4,B,0.99628,,9,10.2,1.9,0.33,3.1,0.46,0.081,6,0
0.36,8.9,A,0.9972,10,147,6,12.4,0.19,3.3,0.26,0.048,50,0
0.61,9.3,A,0.99715,,213,7.8,9.5,0.29,3.08,0.22,0.056,44,0
0.46,11,A,0.9952,4,130,6.2,13.3,0.24,3.33,0.29,0.039,49,1
0.65,9.3,B,1.0002,,58,8.2,2.5,0.59,3.5,0,0.093,19,0
0.51,11.2,A,0.9934,,126,8.8,3.2,0.23,3.02,0.74,0.042,15,0
0.51,9.1,A,0.99675,,133,6.6,8.9,0.56,3.2,0.22,0.034,27,0
0.62,9.7,A,0.99756,,167,7.2,8.4,0.34,3.48,0.3,0.051,40,0
0.43,12.1,A,0.99258,,90,6,9.9,0.32,3.1,0.33,0.032,22,1
0.72,10,A,0.9944,5,190,6,5.9,0.32,3.16,0.12,0.041,34,0
0.73,13.1,A,0.9924,,104,6.4,9.6,0.55,3.22,0.26,0.027,20,0
0.47,9.7,A,0.9946,,176,8.9,1.6,0.34,3.14,0.34,0.056,13,0
0.46,9.4,A,0.9952,,216,6.4,6.8,0.28,3.09,0.41,0.045,61,0
0.56,10.7,A,0.992,,75,7.7,1,0.275,3.01,0.3,0.039,19,0
0.39,10.9,A,0.99665,,41,7.2,15.2,0.27,3.17,0.28,0.046,6,0
0.76,12.4,B,0.99509,,25,9.6,2.2,0.33,3.36,0.52,0.074,13,1
0.38,9.8,A,0.99564,,98,7,10.3,0.12,3.19,0.29,0.039,41,1
0.54,11.4,A,0.99056,,110,6.6,1.9,0.17,3.05,0.36,0.036,38,0
0.39,10.2,A,0.9939,,142,7.7,4.3,0.28,3.16,0.29,0.051,25,0
0.67,10.6,B,0.9984,9,56,9.3,2.8,0.775,3.31,0.27,0.078,24,0
0.5,9.9,A,0.9966,,115,7.7,4.5,0.25,3.38,0.43,0.062,20,0
0.65,12.9,A,0.99188,9,113,6.7,9,0.35,3.13,0.32,0.032,29,1
0.53,8.9,A,0.9974,,127,6.7,12.1,0.3,3.04,0.5,0.045,38,0
0.59,10.2,A,0.99358,,109,6.9,6.3,0.21,2.96,0.62,0.042,7,0
0.43,9,A,0.99971,,154,7.2,17.55,0.17,2.94,0.28,0.05,33,1
0.53,10.1,A,0.9934,,142,7.6,1.4,0.2,3.43,0.31,0.047,41,0
0.52,10.2,A,0.9923,,144,7.3,1,0.21,3.11,0.33,0.037,66,0
0.37,11,A,0.99222,,118,6,7.6,0.43,3.03,0.34,0.045,25,0
0.39,9,A,0.99792,,149,7,14.7,0.15,2.96,0.28,0.051,29,1
0.39,11,A,0.9917,1,96,7.9,1.5,0.19,3.13,0.45,0.045,17,0
0.29,13.4,A,0.98981,,68,6.3,6,0.34,3.22,0.31,0.02,18,1
0.31,10.1,A,0.9923,,119,7,1,0.39,3,0.24,0.048,8,0
0.57,9.7,B,0.9987,,75,9,2.6,0.45,3.35,0.49,0.084,21,0
0.6,9.5,A,0.99784,,189,6.9,13.65,0.38,3,0.29,0.048,52,0
0.44,10,A,0.99348,,99,6.7,3.7,0.13,3.12,0.32,0.017,32,0
0.44,9.6,A,0.99358,,247,5.9,1.4,0.24,3.34,0.12,0.035,60,0
0.46,10.5,A,0.99212,,168,4.7,1.3,0.335,3.47,0.14,0.036,69,0
0.6,9.8,A,0.9935,,218.5,6.1,2.5,0.28,3.27,0.32,0.042,23,0
0.6,9.3,A,0.99853,,151,6.3,17.45,0.23,3.12,0.22,0.054,42,0
0.43,11.2,A,0.9924,9,143,6.9,5,0.33,3.25,0.26,0.027,46,1
0.6,10.5,A,0.9952,8,163,7.7,6.9,0.28,3.44,0.29,0.041,29,0
0.38,9.4,A,0.994,7,116,6.9,4.1,0.25,2.99,0.3,0.054,23,0
0.76,10.8,B,0.9982,,66,10.8,2.1,0.47,3.17,0.43,0.171,27,0
0.37,10.6,A,0.99704,,136,6.6,14.7,0.22,3.14,0.3,0.045,50,0
0.52,12.5,A,0.98995,5,105,5.7,1.8,0.26,3.48,0.3,0.039,30,1
0.39,9,A,0.99792,,149,7,14.7,0.15,2.96,0.28,0.051,29,1
0.46,8.9,A,0.9976,,166,5.8,16.05,0.33,3.09,0.2,0.047,26,0
0.56,9,B,1.0006,,35,13.2,2.2,0.46,3.1,0.52,0.071,12,0
0.58,11.1,A,0.99085,,75,6,1.4,0.18,3.34,0.31,0.036,14,1
0.52,10.2,B,0.99808,,14,7.1,5.7,0.875,3.4,0.05,0.082,3,0
0.7,10.1,A,0.9926,,97,7.3,1.2,0.24,3.19,0.29,0.037,37,0
0.52,10.5,A,0.9922,,64,5.9,1.4,0.415,3.29,0.13,0.04,11,0
0.36,12.5,A,0.9892,,69,7.4,1.9,0.36,2.93,0.23,0.017,31,0
0.62,9.2,B,0.998,,13,9.4,2.2,0.34,3.22,0.37,0.075,5,0
0.55,10.9,A,0.993,,83,6.4,7.2,0.22,3.13,0.32,0.028,15,1
0.39,9.4,A,0.9932,,68,6.8,2.2,0.32,3.17,0.21,0.044,15,0
0.42,10.4,A,0.9953,,127,7.4,4.7,0.41,3.25,0.34,0.042,19,0
0.55,11.2,A,0.99304,1,102,7.3,6.5,0.38,3.1,0.23,0.05,18,0
0.64,12.3,B,0.99471,,55,5.4,2,0.42,3.78,0.27,0.092,23,1
0.68,10.4,A,0.9923,11,81,8.2,1.1,0.18,3,0.49,0.033,28,1
0.59,9.3,A,0.9981,11,209,6.3,10.6,0.4,3.47,0.32,0.049,38,0
0.38,10.2,A,0.9931,,78,6.6,4.6,0.38,3.11,0.15,0.044,25,0
0.4,9.1,A,0.9953,,129,6.8,6,0.32,3.19,0.34,0.05,5,0
0.33,12.5,A,0.99123,,141,6.9,6,0.22,3.11,0.39,0.035,44,0
0.38,9,A,0.9976,,246,6,12,0.39,3.15,0.17,0.046,65,0
0.82,9.6,B,0.9965,,63,8.4,1.9,0.745,3.19,0.11,0.09,16,0
