,ComponentAge,MonthlyRunTime,Location,FlowRate,MaxOutputRate,Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor5.1,DaysSinceMaintenance,Target,A,Location A
5065,0.36,11.2,A,0.99402,82.0,6.5,11.0,0.27,3.07,0.26,0.03,2.0,0,1,1
5066,0.46,12.6,A,0.98871,113.0,5.8,1.1,0.3,3.1,0.42,0.036,19.0,1,1,1
5068,0.59,10.2,A,0.99358,113.0,6.8,6.4,0.21,2.96,0.62,0.041,7.0,0,1,1
5069,0.62,11.3,B,0.99568,10.0,9.0,2.1,0.36,3.31,0.52,0.111,5.0,0,0,0
5073,0.6,12.5,A,0.9912,101.0,6.4,4.8,0.32,3.36,0.35,0.03,34.0,1,1,1
5074,0.37,12.1,A,0.98998,158.0,5.8,3.5,0.23,3.19,0.31,0.044,35.0,1,1,1
5075,0.66,9.1,A,1.00016,218.0,8.4,17.75,0.3,2.98,0.25,0.047,25.0,0,1,1
5076,0.88,10.7,A,0.9936,75.0,7.5,1.5,0.17,3.54,0.37,0.06,18.0,0,1,1
5077,0.81,12.0,B,0.99408,74.0,8.2,1.9,0.34,3.23,0.37,0.057,43.0,0,0,0
5079,0.78,12.9,A,0.99302,110.0,6.6,11.3,0.5,3.27,0.26,0.029,32.0,1,1,1
5080,0.56,10.4,A,0.9928,164.0,6.3,1.7,0.22,3.32,0.33,0.041,67.0,0,1,1
5081,0.39,12.7,A,0.99,151.0,7.2,2.7,0.2,3.16,0.34,0.032,49.0,1,1,1
5082,0.43,9.8,A,0.9936,100.0,6.3,2.9,0.27,3.28,0.23,0.047,13.0,0,1,1
5084,0.57,10.6,A,0.99212,177.0,6.5,1.7,0.51,3.28,0.25,0.048,39.0,0,1,1
5085,0.43,10.6,A,0.9948,189.5,6.0,5.7,0.13,3.59,0.28,0.038,56.0,1,1,1
5088,0.59,12.0,A,0.9916,158.0,7.9,2.7,0.37,3.12,0.3,0.029,64.0,1,1,1
5090,0.53,9.1,A,0.99956,224.0,6.7,18.75,0.3,3.11,0.44,0.057,65.0,0,1,1
5091,0.54,10.2,A,0.9934,141.0,7.4,1.4,0.23,3.42,0.25,0.049,43.0,1,1,1
5092,0.59,10.3,A,0.99572,156.0,7.7,4.8,0.29,3.49,0.29,0.06,27.0,0,1,1
5093,0.42,10.9,A,0.99414,124.0,7.1,9.9,0.39,3.07,0.3,0.037,29.0,0,1,1
5094,0.37,9.9,A,0.99454,104.0,6.8,8.6,0.11,3.2,0.27,0.044,45.0,0,1,1
5095,0.5,9.5,A,0.997,205.0,6.7,13.1,0.24,3.15,0.35,0.05,64.0,0,1,1
5096,0.65,10.4,B,0.99836,28.0,9.0,2.4,0.8,3.33,0.12,0.083,8.0,0,0,0
5098,0.37,11.1,A,0.99072,98.0,6.1,2.5,0.17,3.16,0.28,0.028,22.0,1,1,1
5099,0.54,10.2,A,0.9951,198.0,7.0,2.1,0.22,3.52,0.39,0.055,39.0,0,1,1
5103,0.64,10.9,A,0.99126,122.0,6.8,2.8,0.23,3.06,0.31,0.047,40.0,1,1,1
5104,0.57,9.5,A,0.993,151.0,6.5,1.1,0.33,3.09,0.72,0.061,7.0,0,1,1
5105,0.4,8.8,A,0.99782,196.0,6.3,12.2,0.27,3.14,0.29,0.044,59.0,0,1,1
5107,0.52,11.6,A,0.9912,194.0,5.9,3.6,0.28,3.31,0.34,0.04,50.0,0,1,1
5108,0.57,10.0,A,0.9952,180.0,6.4,2.0,0.44,3.58,0.26,0.054,20.0,0,1,1
5109,0.58,9.0,A,0.9978,209.0,6.4,12.8,0.42,3.12,0.74,0.076,48.0,0,1,1
5114,0.42,10.8,A,0.9914,114.0,6.7,1.4,0.21,2.92,0.49,0.047,30.0,1,1,1
5115,0.52,9.8,A,0.9939,207.0,6.2,4.4,0.46,3.25,0.25,0.066,62.0,0,1,1
5116,0.58,10.2,B,0.9959,30.0,6.9,2.3,0.49,3.42,0.1,0.074,12.0,0,0,0
5117,0.6,10.4,A,0.992,154.0,7.4,1.7,0.15,3.0,0.42,0.045,49.0,0,1,1
5118,0.32,11.8,A,0.9918,117.0,7.9,5.3,0.25,3.06,0.29,0.031,33.0,1,1,1
5120,0.71,11.4,B,0.997,52.0,9.6,2.4,0.54,3.2,0.42,0.081,25.0,0,0,0
5121,0.59,11.2,A,0.99366,136.0,5.8,10.7,0.29,3.11,0.38,0.038,49.0,0,1,1
5123,0.6,10.1,A,0.9935,136.0,6.9,1.9,0.2,3.31,0.34,0.043,25.0,0,1,1
5125,0.55,9.5,A,0.99509,90.0,7.0,7.2,0.23,3.22,0.26,0.041,21.0,0,1,1
5126,0.39,11.7,A,0.98883,88.0,5.7,1.1,0.37,3.18,0.3,0.029,24.0,0,1,1
5127,0.59,11.5,B,0.99479,16.0,7.0,2.0,0.54,3.43,0.09,0.081,10.0,0,0,0
5128,0.37,10.4,B,0.99396,8.0,6.6,1.6,0.61,3.33,0.0,0.069,4.0,0,0,0
5129,0.46,9.2,A,0.99577,187.0,6.6,8.0,0.24,3.21,0.38,0.042,56.0,0,1,1
5131,0.7,11.5,B,0.99541,59.0,6.5,2.2,0.61,3.61,0.0,0.095,48.0,0,0,0
5133,0.41,11.6,A,0.9912,107.0,6.5,2.7,0.28,3.32,0.29,0.038,26.0,1,1,1
5134,0.69,11.7,B,0.99516,12.0,8.6,1.8,0.42,3.35,0.39,0.068,6.0,1,0,0
5135,0.69,11.0,B,0.99555,14.0,6.2,2.5,0.44,3.51,0.39,0.077,6.0,0,0,0
5136,0.32,9.0,A,0.993,107.0,7.0,1.0,0.53,3.2,0.02,0.036,39.0,0,1,1
5139,0.36,9.2,A,0.9933,121.0,6.6,1.2,0.3,3.13,0.24,0.034,17.0,0,1,1
5140,0.35,11.5,A,0.9899,47.0,5.9,1.4,0.29,3.35,0.32,0.022,17.0,0,1,1
5141,0.55,11.4,B,0.99392,18.0,9.1,1.8,0.34,3.18,0.42,0.058,9.0,0,0,0
5142,0.44,10.7,A,0.9937,102.0,7.4,1.6,0.18,3.28,0.4,0.047,22.0,0,1,1
5143,0.51,9.2,A,0.99858,190.0,6.8,6.2,0.3,3.18,0.22,0.06,41.0,0,1,1
5146,0.77,10.8,B,0.99704,17.0,9.3,1.8,0.5,3.27,0.36,0.084,6.0,0,0,0
5147,0.66,10.3,A,0.9924,87.0,6.8,1.6,0.28,3.23,0.36,0.04,25.0,0,1,1
5148,0.35,10.5,A,0.9928,117.0,7.2,1.4,0.31,3.16,0.24,0.057,17.0,0,1,1
5149,0.75,8.7,B,0.9988,55.0,8.2,2.6,0.42,3.34,0.49,0.084,32.0,0,0,0
5150,0.62,11.9,A,0.99045,111.0,6.7,2.2,0.24,3.1,0.46,0.033,19.0,0,1,1
5151,0.49,9.7,B,0.99672,12.0,7.5,1.9,0.755,3.34,0.0,0.084,6.0,0,0,0
5153,0.71,12.5,A,0.9916,122.0,6.4,4.9,0.32,3.36,0.27,0.034,18.0,0,1,1
5154,0.69,9.0,B,1.0,24.0,10.4,2.6,0.575,3.16,0.61,0.076,11.0,0,0,0
5155,0.42,9.3,A,0.9972,170.0,5.8,12.3,0.27,3.28,0.27,0.045,55.0,0,1,1
5158,0.5,9.2,A,0.9982,196.0,7.3,13.3,0.32,3.04,0.48,0.06,57.0,0,1,1
5161,0.64,9.5,B,0.99718,66.0,7.6,2.1,0.43,3.4,0.29,0.075,19.0,0,0,0
5162,0.44,9.9,A,0.9924,124.0,7.1,1.2,0.31,3.14,0.38,0.036,10.0,0,1,1
5163,0.71,10.8,A,0.995,138.0,8.2,2.1,0.68,3.22,0.3,0.047,17.0,0,1,1
5166,0.39,9.8,A,0.9984,180.0,6.8,13.6,0.22,3.44,0.3,0.055,50.0,0,1,1
5167,0.55,9.6,B,0.9986,18.0,7.8,5.5,0.645,3.4,0.0,0.086,5.0,0,0,0
5168,0.56,9.9,B,0.99636,20.0,6.6,2.2,0.88,3.53,0.04,0.066,12.0,0,0,0
5170,0.74,10.4,A,0.99758,171.0,6.7,11.2,0.23,3.54,0.42,0.047,52.0,0,1,1
5171,0.62,11.1,A,0.9963,174.0,6.9,7.4,0.31,3.46,0.34,0.059,36.0,1,1,1
5172,0.44,12.6,A,0.9898,116.0,6.1,1.8,0.28,3.36,0.22,0.034,32.0,0,1,1
5173,0.81,10.8,B,0.99526,42.0,9.3,1.6,0.37,3.24,0.44,0.038,21.0,1,0,0
5174,0.58,9.7,A,0.9934,218.5,6.8,2.7,0.24,3.3,0.34,0.047,64.5,0,1,1
5175,0.63,10.4,A,0.99255,103.0,8.1,1.7,0.27,3.22,0.35,0.03,38.0,1,1,1
5176,0.61,12.8,B,0.9955,32.0,6.7,2.4,0.75,3.55,0.01,0.078,17.0,0,0,0
5177,0.41,9.4,A,0.9953,127.0,7.0,4.9,0.12,3.29,0.19,0.055,27.0,0,1,1
5182,0.67,11.9,B,0.99512,6.0,8.6,2.2,0.315,3.27,0.4,0.079,3.0,0,0,0
5183,0.53,9.5,B,0.99783,26.0,7.1,2.3,0.68,3.45,0.0,0.087,17.0,0,0,0
5184,0.56,9.9,A,0.9944,175.0,7.6,2.0,0.27,3.22,0.33,0.059,19.0,0,1,1
5186,0.65,9.2,B,0.9972,18.0,6.5,1.9,0.615,3.46,0.0,0.065,9.0,0,0,0
5188,0.3,9.5,A,0.9956,60.0,8.0,8.2,0.55,3.09,0.17,0.04,13.0,0,1,1
5191,0.5,9.6,A,0.9978,195.0,6.5,15.4,0.28,3.23,0.35,0.042,55.0,0,1,1
5192,0.52,11.0,B,0.9958,44.0,8.4,2.1,0.56,3.13,0.08,0.105,16.0,0,0,0
5194,0.52,9.6,B,0.99713,98.0,7.4,5.2,0.785,3.16,0.19,0.094,19.0,0,0,0
5195,0.33,12.3,A,0.98928,83.0,6.5,1.1,0.24,3.25,0.28,0.034,26.0,0,1,1
5198,0.85,11.0,B,0.99624,71.0,8.2,2.5,0.38,3.27,0.32,0.08,24.0,0,0,0
5199,0.9,11.3,B,0.9952,34.0,7.7,2.0,0.28,3.28,0.3,0.062,18.0,1,0,0
5200,0.54,9.7,B,0.9957,44.0,7.5,1.9,0.49,3.39,0.19,0.076,10.0,0,0,0
5202,0.43,11.7,A,0.9913,109.0,5.8,3.5,0.24,3.53,0.44,0.029,5.0,0,1,1
5203,0.59,10.2,B,0.9968,55.0,7.3,2.4,0.58,3.46,0.3,0.074,15.0,0,0,0
5204,0.38,8.9,A,0.99745,233.0,6.2,13.0,0.28,3.08,0.43,0.039,64.0,0,1,1
5205,0.53,9.0,A,0.9989,191.0,7.6,13.4,0.31,3.22,0.49,0.062,50.0,0,1,1
5206,0.47,10.7,A,0.99178,148.0,7.3,1.6,0.28,3.18,0.35,0.054,31.0,0,1,1
5208,0.6,9.7,A,0.99622,179.0,6.0,12.4,0.42,3.14,0.41,0.032,50.0,0,1,1
5211,0.46,9.2,A,0.9992,141.0,7.9,14.2,0.22,3.03,0.45,0.038,53.0,0,1,1
5212,0.49,9.3,B,0.99614,36.0,10.2,2.2,0.23,3.23,0.37,0.057,14.0,0,0,0
5214,0.57,10.6,A,0.9946,168.0,6.9,7.2,0.28,3.29,0.31,0.04,47.0,1,1,1
5216,0.58,9.55,A,0.99288,108.0,5.8,1.2,0.28,3.23,0.18,0.058,7.0,0,1,1
5218,0.75,9.9,A,0.9979,130.0,7.3,9.7,0.27,3.48,0.37,0.042,36.0,0,1,1
5219,0.39,11.2,A,0.99026,103.0,5.5,0.9,0.19,3.5,0.27,0.04,52.0,0,1,1
5220,0.35,9.5,A,0.9952,220.0,6.7,7.2,0.25,3.14,0.23,0.038,61.0,0,1,1
5221,0.48,10.5,A,0.9949,115.0,5.9,11.4,0.27,3.35,0.29,0.036,31.0,1,1,1
5222,0.49,9.1,A,0.99652,188.0,7.2,8.1,0.3,3.15,0.3,0.05,40.0,0,1,1
5223,0.56,11.3,B,0.99488,29.0,8.8,2.1,0.27,3.26,0.46,0.095,20.0,0,0,0
5224,0.59,10.0,A,0.99942,212.0,7.9,13.3,0.31,3.47,0.22,0.048,46.0,0,1,1
5225,0.5,8.5,A,0.9971,249.0,6.1,9.1,0.43,3.37,0.35,0.059,83.0,0,1,1
5226,0.59,9.2,B,0.9984,24.0,8.3,2.6,0.6,3.31,0.13,0.085,6.0,0,0,0
5227,0.33,9.1,B,0.9972,8.0,7.9,1.8,0.885,3.36,0.03,0.058,4.0,0,0,0
5229,0.51,12.7,A,0.9912,110.0,7.6,2.6,0.27,3.31,0.42,0.044,29.0,0,1,1
5230,0.49,12.3,A,0.99076,76.0,7.6,4.8,0.2,2.98,0.26,0.033,26.0,1,1,1
5232,0.58,9.3,B,0.997,62.0,6.7,1.9,0.62,3.52,0.21,0.079,8.0,0,0,0
5233,0.68,11.0,A,0.99202,133.0,6.3,5.2,0.26,2.97,0.25,0.046,11.0,0,1,1
5234,0.72,10.6,A,0.99506,166.0,6.9,8.3,0.38,3.16,0.28,0.062,22.0,0,1,1
5235,0.54,10.4,A,0.99256,57.0,7.6,1.2,0.48,3.05,0.37,0.034,5.0,0,1,1
5236,0.51,10.5,A,0.9952,160.0,5.3,5.15,0.26,3.82,0.23,0.034,48.0,1,1,1
5237,0.58,12.2,A,0.9918,109.0,7.7,4.9,0.39,3.19,0.28,0.035,36.0,1,1,1
5238,0.46,9.4,A,0.99537,178.0,6.6,7.2,0.32,3.2,0.41,0.048,55.0,0,1,1
5239,0.5,10.3,A,0.9924,163.0,6.3,1.8,0.19,3.31,0.21,0.049,35.0,0,1,1
5240,0.46,11.7,A,0.9939,112.0,7.9,8.5,0.3,2.96,0.27,0.036,20.0,0,1,1
5241,0.64,9.5,A,0.99516,196.0,6.4,1.9,0.27,3.49,0.19,0.085,21.0,0,1,1
5242,0.79,8.4,B,1.0008,15.0,14.3,1.8,0.31,2.86,0.74,0.075,6.0,0,0,0
5244,0.52,10.2,B,0.9956,101.0,6.8,2.1,0.64,3.34,0.1,0.085,18.0,0,0,0
5245,0.5,9.6,A,0.99492,174.0,6.5,8.3,0.33,3.14,0.38,0.048,68.0,0,1,1
5246,0.77,10.5,A,0.9926,136.0,7.3,1.3,0.155,3.14,0.49,0.039,34.0,0,1,1
5247,0.81,9.5,B,1.0014,53.0,13.3,3.2,0.34,3.05,0.52,0.094,17.0,0,0,0
5248,0.4,8.8,A,0.9972,110.0,6.8,8.8,0.15,3.4,0.32,0.058,24.0,0,1,1
5249,0.33,12.8,A,0.98986,125.0,5.8,2.2,0.28,3.36,0.34,0.037,24.0,1,1,1
5250,0.49,9.8,A,0.9965,143.0,7.6,9.7,0.22,3.08,0.34,0.035,26.0,0,1,1
5251,0.45,11.9,A,0.9907,77.0,5.7,4.2,0.36,3.41,0.34,0.026,21.0,0,1,1
5254,0.59,11.2,A,0.9918,111.0,6.8,1.4,0.18,3.32,0.38,0.038,35.0,1,1,1
5255,0.5,9.9,A,0.9936,150.0,7.4,1.6,0.24,3.18,0.26,0.058,53.0,1,1,1
5256,0.34,12.3,A,0.99076,108.0,6.0,5.0,0.17,3.14,0.29,0.028,25.0,0,1,1
5257,0.41,9.6,A,0.99745,204.0,6.2,13.1,0.29,3.16,0.26,0.046,55.0,0,1,1
5258,0.43,11.4,B,0.9948,31.0,6.9,2.1,1.09,3.51,0.06,0.061,12.0,0,0,0
5259,0.53,10.3,A,0.992,116.0,6.3,1.2,0.14,3.26,0.39,0.044,26.0,0,1,1
5260,0.39,9.0,A,0.9955,212.0,6.9,6.8,0.29,3.08,0.16,0.034,65.0,0,1,1
5261,0.3,13.0,A,0.9887,173.0,5.0,3.7,0.3,3.36,0.33,0.03,54.0,1,1,1
5262,0.47,9.4,A,0.99578,198.0,6.4,8.4,0.27,3.21,0.17,0.044,60.0,0,1,1
5263,0.57,11.4,A,0.99099,100.0,6.3,1.4,0.15,3.42,0.3,0.022,38.0,1,1,1
5265,0.46,9.3,A,0.9988,146.0,8.4,8.9,0.28,3.4,0.4,0.048,33.0,0,1,1
5266,0.48,9.6,A,0.9944,132.0,7.0,4.8,0.17,3.36,0.31,0.034,34.0,1,1,1
5268,0.57,12.9,A,0.99386,74.0,6.6,12.75,0.24,3.1,0.38,0.034,8.0,0,1,1
5269,0.7,12.8,A,0.9913,119.0,7.6,1.9,0.21,3.01,0.44,0.036,10.0,0,1,1
5270,0.39,10.9,A,0.9914,92.0,7.2,1.9,0.24,3.1,0.28,0.032,30.0,0,1,1
5274,0.63,9.95,B,0.996,12.0,6.7,1.8,0.76,3.55,0.02,0.078,6.0,0,0,0
5275,0.57,10.2,A,0.99751,173.0,7.3,14.8,0.36,3.14,0.34,0.057,46.0,0,1,1
5277,0.54,11.4,B,0.99425,11.0,6.2,1.6,0.46,3.61,0.17,0.073,7.0,0,0,0
5278,0.4,10.6,A,0.9928,120.0,8.0,1.5,0.14,3.26,0.49,0.035,42.0,1,1,1
5279,0.56,9.7,A,0.9956,77.0,7.1,6.0,0.47,3.21,0.24,0.044,11.0,0,1,1
5281,0.78,9.9,B,0.99714,60.0,7.2,1.8,0.39,3.46,0.32,0.065,34.0,0,0,0
5284,0.37,9.5,A,0.9988,198.0,8.7,13.8,0.34,3.36,0.46,0.055,68.0,0,1,1
5285,0.42,12.4,A,0.9914,156.0,5.8,2.6,0.28,3.53,0.27,0.054,30.0,0,1,1
5286,0.28,12.1,A,0.99,99.0,7.8,1.2,0.21,3.05,0.49,0.036,20.0,1,1,1
5289,0.45,9.1,A,0.9983,177.0,7.6,10.4,0.56,3.32,0.12,0.096,22.0,0,1,1
5290,0.38,9.2,A,0.9932,93.0,5.3,2.7,0.76,3.34,0.03,0.043,27.0,0,1,1
5291,0.43,9.0,A,0.9992,158.0,6.4,12.0,0.22,3.6,0.32,0.066,57.0,0,1,1
5292,0.46,8.8,A,0.99347,124.0,6.0,1.2,0.26,3.08,0.15,0.053,35.0,0,1,1
5293,0.48,9.4,B,0.996,36.0,7.2,2.2,0.49,3.33,0.24,0.07,5.0,0,0,0
5294,0.54,10.5,A,0.99202,76.0,7.0,4.7,0.2,2.88,0.33,0.03,25.0,0,1,1
5295,0.4,9.1,A,0.9955,201.0,6.1,6.9,0.28,3.19,0.25,0.056,44.0,0,1,1
5296,0.6,11.8,A,0.99084,102.0,6.6,1.7,0.23,3.29,0.32,0.024,26.0,0,1,1
5297,0.56,12.4,B,0.99344,18.0,7.1,1.8,0.22,3.39,0.49,0.039,8.0,0,0,0
5298,0.44,11.3,A,0.99165,139.0,5.9,5.1,0.18,3.16,0.28,0.039,50.0,0,1,1
5300,0.64,10.4,B,0.99634,51.0,7.1,1.8,0.43,3.49,0.17,0.082,27.0,0,0,0
5301,0.51,9.2,A,0.9965,180.0,6.9,8.3,0.32,3.25,0.26,0.053,32.0,0,1,1
5302,0.32,11.4,A,0.9908,55.0,8.4,1.05,0.29,2.91,0.29,0.032,4.0,0,1,1
5303,0.54,11.1,A,0.992,156.0,7.4,1.1,0.27,3.15,0.49,0.037,33.0,0,1,1
5304,0.38,11.3,A,0.99159,137.0,5.9,4.6,0.18,3.21,0.29,0.032,68.0,0,1,1
5305,0.37,12.4,A,0.98918,111.0,6.6,1.2,0.27,3.16,0.25,0.033,36.0,0,1,1
5306,0.78,11.8,B,0.9947,58.0,7.7,2.7,0.18,3.37,0.34,0.066,15.0,0,0,0
5307,0.39,12.5,A,0.99138,92.0,8.2,5.2,0.34,2.95,0.29,0.076,19.0,0,1,1
5308,0.7,9.6,B,0.9972,84.0,7.5,2.6,0.38,3.32,0.48,0.073,22.0,0,0,0
5309,0.52,11.1,A,0.99163,68.0,6.6,5.6,0.25,2.96,0.32,0.039,15.0,0,1,1
5310,0.63,12.6,A,0.99164,122.0,6.8,8.0,0.31,3.13,0.3,0.028,33.0,1,1,1
5311,0.69,10.1,B,0.9984,11.0,7.8,6.0,0.64,3.37,0.1,0.115,5.0,1,0,0
5312,0.53,11.0,B,0.99852,20.0,11.5,2.6,0.42,3.09,0.48,0.077,8.0,0,0,0
5313,0.54,10.2,A,0.9926,78.0,6.6,1.1,0.2,3.39,0.32,0.039,25.0,1,1,1
5315,0.7,10.0,A,0.9964,199.0,5.9,4.6,0.21,3.72,0.28,0.053,40.0,0,1,1
5316,0.44,9.5,A,0.99341,135.0,5.9,1.7,0.19,3.32,0.21,0.045,57.0,0,1,1
5319,0.44,11.8,A,0.98938,100.0,6.1,2.2,0.34,3.06,0.29,0.036,25.0,0,1,1
5320,0.35,9.2,A,0.9964,182.0,7.2,8.3,0.47,3.0,0.65,0.083,27.0,0,1,1
5321,0.43,12.5,A,0.99035,101.0,8.0,1.2,0.24,3.03,0.33,0.044,28.0,0,1,1
5322,0.48,10.1,A,0.9924,128.0,5.9,1.6,0.37,3.24,0.1,0.057,39.0,0,1,1
5323,0.3,9.2,A,0.9936,150.0,7.0,1.0,0.16,3.08,0.73,0.138,58.0,0,1,1
5325,0.5,9.1,A,1.0002,157.0,7.0,18.75,0.27,2.96,0.41,0.042,34.0,0,1,1
5326,0.55,9.7,B,0.9954,33.0,8.7,1.4,0.84,3.27,0.0,0.065,24.0,0,0,0
5328,0.38,11.2,A,0.99136,92.0,6.5,3.5,0.37,3.18,0.33,0.036,23.0,0,1,1
5329,0.52,10.5,A,0.9928,122.0,6.0,1.9,0.41,3.42,0.21,0.05,29.0,0,1,1
5330,0.62,10.8,A,0.99198,99.0,7.3,1.2,0.28,3.01,0.37,0.039,26.0,0,1,1
5331,0.48,11.0,A,0.99111,89.0,5.7,1.2,0.16,3.26,0.32,0.036,7.0,0,1,1
5332,0.53,9.5,A,0.9971,212.0,6.3,11.75,0.27,3.25,0.46,0.037,61.0,0,1,1
5333,0.61,10.2,A,0.9932,136.0,7.0,2.0,0.2,3.28,0.37,0.03,26.0,0,1,1
5335,0.54,10.5,A,0.9932,103.0,7.9,1.2,0.33,3.19,0.26,0.044,23.0,0,1,1
5337,0.46,9.8,A,0.9927,55.0,6.0,1.5,0.19,3.12,0.71,0.152,9.0,0,1,1
5338,0.98,9.9,B,1.0004,34.0,10.7,2.7,0.67,3.28,0.22,0.107,17.0,0,0,0
5341,0.58,9.2,B,0.9954,96.0,5.6,1.4,0.31,3.32,0.37,0.074,12.0,0,0,0
5347,0.44,12.4,A,0.99129,96.0,6.7,5.2,0.46,3.16,0.27,0.039,35.0,1,1,1
5348,0.5,10.2,A,0.9933,187.0,8.2,1.8,0.23,3.13,0.29,0.047,47.0,0,1,1
5349,0.52,9.2,A,1.0001,228.0,8.3,16.8,0.25,3.03,0.49,0.048,50.0,0,1,1
5350,0.38,11.0,A,0.9923,144.0,7.0,1.9,0.35,3.35,0.24,0.04,21.0,0,1,1
5352,0.74,14.0,B,0.99154,42.0,4.9,2.1,0.42,3.71,0.0,0.048,16.0,1,0,0
5353,0.7,9.6,B,0.9974,23.0,8.3,1.4,0.26,3.26,0.37,0.076,8.0,0,0,0
5355,0.84,12.7,A,0.99174,114.0,7.2,5.4,0.27,3.13,0.37,0.026,27.0,0,1,1
5356,0.58,9.4,B,0.9965,58.0,7.5,1.6,0.4,3.34,0.18,0.079,24.0,0,0,0
5357,0.42,11.43333333,A,0.99136,166.0,7.4,1.4,0.16,3.11,0.3,0.064,34.0,0,1,1
5358,0.43,11.4,A,0.98946,113.0,5.1,1.1,0.26,3.35,0.33,0.027,46.0,1,1,1
5359,0.42,11.8,A,0.9911,85.0,7.0,1.7,0.14,3.19,0.4,0.035,16.0,0,1,1
5360,0.61,11.8,B,0.997,25.0,11.0,2.55,0.26,3.18,0.68,0.085,10.0,0,0,0
5361,0.47,9.0,A,0.99786,183.0,7.7,11.8,0.35,2.86,0.46,0.088,61.0,0,1,1
5362,0.79,10.7,B,0.999,20.0,9.8,2.6,0.5,3.31,0.49,0.25,5.0,0,0,0
5363,0.55,9.2,B,0.9957,50.0,5.2,1.8,0.32,3.38,0.25,0.103,13.0,0,0,0
5364,0.39,12.0,A,0.9924,126.0,7.6,6.3,0.33,3.16,0.35,0.036,12.0,1,1,1
5365,0.57,12.0,A,0.98961,84.0,6.8,1.8,0.17,2.91,0.35,0.04,29.0,1,1,1
5366,0.57,9.0,A,0.9979,241.0,6.5,13.1,0.425,3.23,0.4,0.038,59.0,0,1,1
5367,0.39,10.5,A,0.99456,130.0,6.9,7.9,0.19,3.4,0.32,0.042,30.0,0,1,1
5368,0.74,9.2,B,0.9971,23.0,8.8,1.7,0.66,3.15,0.26,0.074,4.0,0,0,0
5369,0.59,10.2,A,0.9942,100.0,7.1,1.6,0.3,3.4,0.49,0.045,31.0,0,1,1
5370,0.42,11.4,A,0.992,189.0,7.0,1.7,0.24,3.25,0.25,0.042,48.0,0,1,1
5371,0.82,10.0,B,0.99672,20.0,7.0,1.8,0.22,3.61,0.3,0.065,16.0,0,0,0
5372,0.47,9.5,A,0.995,141.0,6.3,6.6,0.3,3.22,0.24,0.04,38.0,0,1,1
5373,0.56,9.2,B,0.9974,66.0,7.8,2.2,0.55,3.25,0.35,0.074,21.0,0,0,0
5375,0.66,12.6,B,0.99387,40.0,6.6,2.4,0.58,3.38,0.02,0.069,19.0,0,0,0
5377,0.57,10.2,A,0.9985,128.0,5.0,18.6,0.44,3.37,0.04,0.039,38.0,0,1,1
5378,0.52,11.3,A,0.99054,104.0,6.5,2.1,0.23,3.02,0.45,0.027,43.0,0,1,1
5379,0.35,11.5,A,0.9928,108.0,8.2,3.5,0.2,3.19,0.49,0.057,14.0,0,1,1
5380,0.6,11.3,A,0.99121,102.0,6.8,1.4,0.13,3.23,0.39,0.034,19.0,1,1,1
5381,0.35,10.4,A,0.9926,72.0,8.8,1.1,0.2,2.97,0.28,0.018,18.0,0,1,1
5382,0.43,10.1,A,0.99266,183.0,6.2,1.3,0.3,3.3,0.32,0.054,27.0,0,1,1
5385,0.79,11.1,B,0.9966,113.0,7.2,2.5,0.34,3.32,0.32,0.09,43.0,0,0,0
5386,0.64,9.7,A,0.9976,216.0,8.1,8.3,0.45,3.31,0.34,0.037,33.0,0,1,1
5387,0.48,9.5,A,0.9956,200.0,6.6,8.0,0.3,3.18,0.45,0.038,54.0,0,1,1
5388,0.53,9.5,A,0.99561,162.0,7.0,6.9,0.34,3.11,0.39,0.066,43.0,0,1,1
5390,0.78,11.0,B,0.99732,17.0,7.8,2.7,0.32,3.33,0.44,0.104,8.0,1,0,0
5391,0.63,9.4,A,0.99886,194.0,7.4,14.1,0.4,3.2,0.41,0.053,37.0,0,1,1
5393,0.53,11.0,A,0.9929,74.0,6.7,5.8,0.26,3.28,0.29,0.025,26.0,0,1,1
5394,0.36,9.4,A,0.9949,109.0,7.2,4.5,0.2,3.23,0.25,0.044,31.0,0,1,1
5395,0.51,11.4,A,0.9921,153.0,6.7,2.5,0.16,3.38,0.28,0.046,40.0,1,1,1
5396,0.68,11.06666667,B,0.99566,92.0,7.3,2.2,0.67,3.32,0.02,0.072,31.0,0,0,0
5398,0.52,9.5,B,0.9962,11.0,6.8,1.8,0.67,3.48,0.02,0.05,5.0,0,0,0
5399,0.57,13.0,A,0.98946,115.0,5.8,4.3,0.32,3.16,0.28,0.032,46.0,1,1,1
5400,0.64,9.5,B,1.0001,27.0,10.8,2.5,0.5,3.05,0.46,0.073,5.0,0,0,0
5401,0.49,9.4,A,0.99825,143.0,6.6,13.0,0.24,3.37,0.3,0.052,18.0,0,1,1
5404,0.67,9.7,B,0.9988,46.0,10.1,2.3,0.31,3.32,0.44,0.08,22.0,0,0,0
5405,0.66,10.8,A,0.99374,135.0,6.3,1.7,0.2,3.8,0.24,0.052,36.0,0,1,1
5406,0.57,9.4,B,0.9957,72.0,7.4,2.0,0.53,3.15,0.26,0.101,16.0,0,0,0
5407,0.33,10.6,A,0.99445,150.0,6.3,11.5,0.28,3.0,0.22,0.036,27.0,0,1,1
